Bairro,Azulejo-Código,Procedência,Fábrica,Dimensão-Formato,"Material, Técnica de Fabricação e Decorativa",Endereço,Uso-Aplicação,Altura,Largura,latitude,longitude
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 152-1-1,Portugal,,13 x 13 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 153-1-1,Portugal,,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 154-1-1,,Semelhante ao padrão Holandês,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Travessa Frutuoso Guimarães n° 529; Travessa Quintino Bocaiúva n° 946/932,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4511839711885166,-48.4990961090952
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 154-1-1,,Semelhante ao padrão Holandês,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Travessa Frutuoso Guimarães n° 529; Travessa Quintino Bocaiúva n° 946/932,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4511839711885166,-48.4990961090952
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 155-1-1,,,,Cerâmica e vidrado Estampilha,Travessa Frutuoso Guimarães n° 692,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.454471431147541,-48.4965808442623
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 156-1-1,Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach - n° do Catálogo 77,,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 157-1-1,Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach - n° do Catálogo 78,,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 158-1-1,Porto/Portugal,Carvalhinho,14 x 14 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 159-1-1,Alemanha,Semelhante ao Villeroy & Boch Mosaik Fabrik in Mettlach - n° do Catálogo 31 Inspirado em Padrão Turco (Isnik),,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 160-1-1,,,,Cerâmica e vidrado Estampilha,Travessa Pedro Albuquerque n° 134 e 64; Avenida Gentil Bittencourt n° 2312,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"São Brás, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 160-1-1,,,,Cerâmica e vidrado Estampilha,Travessa Pedro Albuquerque n° 134 e 64; Avenida Gentil Bittencourt n° 2312,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 161-1-1,,,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Rua Caripunas n° 1488,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-2.0052874,-47.9469296
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 162-1-1,,,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Travessa Padre Prudêncio n° 705; Travessa Apinages n° 429 e 453; Rua Caripunas n° 1500,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4538014,-48.4966004
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 162-1-1,,,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Travessa Padre Prudêncio n° 705; Travessa Apinages n° 429 e 453; Rua Caripunas n° 1500,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4538014,-48.4966004
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 163-1-1,,,,Cerâmica e vidrado Estampilha,Travessa Gurupá n° 111; Travessa Rui Barbosa n° 509; Travessa Pedro Albuquerque n° 134 e 64; Travessa Benjamin Constant n° 1415,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4596774,-48.5024191
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 163-1-1,,,,Cerâmica e vidrado Estampilha,Travessa Gurupá n° 111; Travessa Rui Barbosa n° 509; Travessa Pedro Albuquerque n° 134 e 64; Travessa Benjamin Constant n° 1415,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4596774,-48.5024191
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 164-1-1,Provavelmente Portugal,,,Cerâmica e vidrado Estampilha,Travessa Benjamin Constante n° 695,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 165-1-1,Provavelmente Portugal,,,Cerâmica e vidrado Estampilha,Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4569976,-48.4990726
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 166-1-1,Porto/Portugal,Carvalhinho,,Cerâmica e vidrado Estampilha,Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4569976,-48.4990726
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 167-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 168-1-1,,,"14,5 x 14,5 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.5,14.5,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 169-1-1,Setubal Salgado - Portugal,,,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 170-1-1,,,,Cerâmica e vidrado Estampilha,Avenida 16 de Novembro n° 394; Rua Carlos Carvalho n° 484 e 488,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.1327089,-48.4566988
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 171-1-1,,,,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 172-1-1,,,,Cerâmica e vidrado Estampilha,Avenida 16 de Novembro n° 651,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.1327089,-48.4566988
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 173-1-1,,,,Cerâmica e vidrado Estampilha,Rua 28 de Setembro n° 1170/1066,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.450574,-48.4982834
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 174-1-1,,,,Cerâmica e vidrado Estampilha,Rua Manoel Barata n° 1487 (Demolida antes de 2007),"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.0681791,-48.3532923
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 175-1-1,,,11 x 11 cm,Cerâmica e vidrado Estampilha,Cemitério de Nossa Senhora da Soledade,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11,11,-1.45729595,-48.489598310134305
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 176-1-1,Portugal,Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 177-1-1,Porto/Portugal,Fábrica Santo Antonio,14 x 14 cm,Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 178-1-1,França,Longwy,11 x 11 cm,Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11,11,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 179-1-1,,,"12,6 x 12,6 cm",Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",12.6,12.6,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 180-1-1,,,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 181-1-1,Portugal,Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 182-1-1,Portugal,,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 1-1-1,Alemanha,Villeroy & Boch,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Santo Antonio n° 254, 260, 264 e 274/276; Avenida Alcindo Cacela n° 1858; Travessa Padre Eutiquio n° 225; Avenida Castilhos França n° 278","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.5616288,-48.5072739
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 1-1-1,Alemanha,Villeroy & Boch,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Santo Antonio n° 254, 260, 264 e 274/276; Avenida Alcindo Cacela n° 1858; Travessa Padre Eutiquio n° 225; Avenida Castilhos França n° 278","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.5616288,-48.5072739
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 2-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,3 x 10,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.3,10.3,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 6-1-2,Alemanha,Steingutfabrik - Witteburg - Farge a/d Weser - semelhante o padrão holândes e o padrão de V&B - Mettlach n° catálogo 41,"14,7 x 14,7 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa Padre Eutiquio n° 381; Rua Angelo Custodio n° 648,"Revestimento e adorno de fachada, assentados por compressão contra argamassa fresca.",14.7,14.7,-1.4693734,-48.4791116
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 6-1-2,Alemanha,Steingutfabrik - Witteburg - Farge a/d Weser - semelhante o padrão holândes e o padrão de V&B - Mettlach n° catálogo 41,"14,7 x 14,7 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa Padre Eutiquio n° 381; Rua Angelo Custodio n° 648,"Revestimento e adorno de fachada, assentados por compressão contra argamassa fresca.",14.7,14.7,-1.4693734,-48.4791116
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 6-2-1,Alemanha,Villeroy & Boch,"14,6 x 14,6 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Demolido antes de 1986,"Revestimento e adorno de fachada, assentados por compressão contra argamassa fresca.",14.6,14.6,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 13-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,4 x 10,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Travessa Dom Romualdo de Seixas n° 605; Travessa Félix Roque n° 260, 268 e 316; Rua Dr. Malcher n° 477; Travessa Rui Barbosa n° 1023; Avenida Portugal n° 57; Rua Marques de Pombal n° 76/80; Rua Gaspar Viana n° 283/289; Rua 15 de Novembro n° 13; Avenida Castilho França n° 648","Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.4,10.4,-1.4382995,-48.4893583
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 13-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,4 x 10,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Travessa Dom Romualdo de Seixas n° 605; Travessa Félix Roque n° 260, 268 e 316; Rua Dr. Malcher n° 477; Travessa Rui Barbosa n° 1023; Avenida Portugal n° 57; Rua Marques de Pombal n° 76/80; Rua Gaspar Viana n° 283/289; Rua 15 de Novembro n° 13; Avenida Castilho França n° 648","Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.4,10.4,-1.4382995,-48.4893583
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 13-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,4 x 10,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Travessa Dom Romualdo de Seixas n° 605; Travessa Félix Roque n° 260, 268 e 316; Rua Dr. Malcher n° 477; Travessa Rui Barbosa n° 1023; Avenida Portugal n° 57; Rua Marques de Pombal n° 76/80; Rua Gaspar Viana n° 283/289; Rua 15 de Novembro n° 13; Avenida Castilho França n° 648","Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.4,10.4,-1.4382995,-48.4893583
"Umarizal, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 13-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,4 x 10,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Travessa Dom Romualdo de Seixas n° 605; Travessa Félix Roque n° 260, 268 e 316; Rua Dr. Malcher n° 477; Travessa Rui Barbosa n° 1023; Avenida Portugal n° 57; Rua Marques de Pombal n° 76/80; Rua Gaspar Viana n° 283/289; Rua 15 de Novembro n° 13; Avenida Castilho França n° 648","Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.4,10.4,-1.4382995,-48.4893583
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 14-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,3 x 10,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Ó de Almeida n° 306; Rua Senador Manoel Barata n° 347/351 e 363; Avenida Serzedelo Correa n° 1074 e 1078; Rua Arcipreste Manoel Teodoro n° 594; Avenida 16 de Novembro n° 41, 412, 427 e 443; Rua 18 de Setembro n° 136 e 138/142; Avenida josé Bonifacio n° 1055; Rua Diogo Moia n° 1114","Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.3,10.3,-1.4515412,-48.4973671
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 14-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,3 x 10,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Ó de Almeida n° 306; Rua Senador Manoel Barata n° 347/351 e 363; Avenida Serzedelo Correa n° 1074 e 1078; Rua Arcipreste Manoel Teodoro n° 594; Avenida 16 de Novembro n° 41, 412, 427 e 443; Rua 18 de Setembro n° 136 e 138/142; Avenida josé Bonifacio n° 1055; Rua Diogo Moia n° 1114","Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.3,10.3,-1.4515412,-48.4973671
"Umarizal, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 14-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,3 x 10,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Ó de Almeida n° 306; Rua Senador Manoel Barata n° 347/351 e 363; Avenida Serzedelo Correa n° 1074 e 1078; Rua Arcipreste Manoel Teodoro n° 594; Avenida 16 de Novembro n° 41, 412, 427 e 443; Rua 18 de Setembro n° 136 e 138/142; Avenida josé Bonifacio n° 1055; Rua Diogo Moia n° 1114","Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.3,10.3,-1.4515412,-48.4973671
"São Brás, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 14-1-1,França,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi/Seine,"10,3 x 10,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Ó de Almeida n° 306; Rua Senador Manoel Barata n° 347/351 e 363; Avenida Serzedelo Correa n° 1074 e 1078; Rua Arcipreste Manoel Teodoro n° 594; Avenida 16 de Novembro n° 41, 412, 427 e 443; Rua 18 de Setembro n° 136 e 138/142; Avenida josé Bonifacio n° 1055; Rua Diogo Moia n° 1114","Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.3,10.3,-1.4515412,-48.4973671
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 15-1-1,Dresden e Mettlach/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach e Dresden - n° catálogo 455,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Travessa Quintino Bocaiúva n° 616; Rua Ó de Almeida n° 1209, 1227, 1235, 1245; Rua de Nazaré n° 154 e 166","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-0.7490741,-48.0223579
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 15-1-1,Dresden e Mettlach/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach e Dresden - n° catálogo 455,15 x 15 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Travessa Quintino Bocaiúva n° 616; Rua Ó de Almeida n° 1209, 1227, 1235, 1245; Rua de Nazaré n° 154 e 166","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-0.7490741,-48.0223579
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 16-1-1,Dresden e Mettlach/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach,"15,3 x 15,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Padre Prudêncio n° 556; Avenida José Bonifácio n° 578; Rua Tamoios n° 1644,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.3,15.3,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 16-1-1,Dresden e Mettlach/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach,"15,3 x 15,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Padre Prudêncio n° 556; Avenida José Bonifácio n° 578; Rua Tamoios n° 1644,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.3,15.3,,
"São Brás, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 16-1-1,Dresden e Mettlach/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach,"15,3 x 15,3 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Padre Prudêncio n° 556; Avenida José Bonifácio n° 578; Rua Tamoios n° 1644,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.3,15.3,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 17-1-1,Dresden/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach e Dresden - n° catálogo 760,,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Ó de Almeida n° 1116; Avenida Assis de Vasconcelos n° 831; Rua Tomázia Perdigão n° 230 e 240; Rua Gaspar Viana n° 152/154/158; Travessa Leão XIII n° 22/24/26; Rua Arcipreste Manoel Teodoro n° 793,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4515412,-48.4973671
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 17-1-1,Dresden/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach e Dresden - n° catálogo 760,,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Ó de Almeida n° 1116; Avenida Assis de Vasconcelos n° 831; Rua Tomázia Perdigão n° 230 e 240; Rua Gaspar Viana n° 152/154/158; Travessa Leão XIII n° 22/24/26; Rua Arcipreste Manoel Teodoro n° 793,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4515412,-48.4973671
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 17-1-1,Dresden/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach e Dresden - n° catálogo 760,,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Ó de Almeida n° 1116; Avenida Assis de Vasconcelos n° 831; Rua Tomázia Perdigão n° 230 e 240; Rua Gaspar Viana n° 152/154/158; Travessa Leão XIII n° 22/24/26; Rua Arcipreste Manoel Teodoro n° 793,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4515412,-48.4973671
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 17-1-1,Dresden/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach e Dresden - n° catálogo 760,,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Ó de Almeida n° 1116; Avenida Assis de Vasconcelos n° 831; Rua Tomázia Perdigão n° 230 e 240; Rua Gaspar Viana n° 152/154/158; Travessa Leão XIII n° 22/24/26; Rua Arcipreste Manoel Teodoro n° 793,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4515412,-48.4973671
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 17-1-1,Dresden/Alemanha,Villeroy & Boch Mosaik Fabrik in Mettlach e Dresden - n° catálogo 760,,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua Ó de Almeida n° 1116; Avenida Assis de Vasconcelos n° 831; Rua Tomázia Perdigão n° 230 e 240; Rua Gaspar Viana n° 152/154/158; Travessa Leão XIII n° 22/24/26; Rua Arcipreste Manoel Teodoro n° 793,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4515412,-48.4973671
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 18-1-1,Alemanha,,14 x 14 cm,Cerâmica e vidrado Transferência ou impressão (Decalcomania),Rua dos 48 n° 34,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4568441,-48.493543
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 19-1-1,,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Generalissimo Deodoro n° 254 e 260; Avenida 16 de Novembro n° 112; Rua  28 de Setembro n° 137,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.4457864,-48.4828274
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 19-1-1,,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Generalissimo Deodoro n° 254 e 260; Avenida 16 de Novembro n° 112; Rua  28 de Setembro n° 137,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.4457864,-48.4828274
"Umarizal, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 19-1-1,,,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Avenida Generalissimo Deodoro n° 254 e 260; Avenida 16 de Novembro n° 112; Rua  28 de Setembro n° 137,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.4457864,-48.4828274
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 20-1-1,Portugal,Sacavém,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa Gurupá n° 250; Avenida Gentil Bittencourt n° 1014/1024,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.4596774,-48.5024191
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 20-1-1,Portugal,Sacavém,"15,4 x 15,4 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),Travessa Gurupá n° 250; Avenida Gentil Bittencourt n° 1014/1024,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.4,15.4,-1.4596774,-48.5024191
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 21-1-1,Portugal,Villeroy & Boch - Merzig a/Saar - n° catálogo 289,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Dr. Malcher n° 467; Rua ó de Almeida n° 879; Rua Senador Manoel Barata n° 1122, 1186 e 1200; Travessa Piedade n° 298/302/306; Travessa Padre Eutiquio n° 252; Rua 13 de Maio n° 242/252/254","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.4590155,-48.5039701
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 21-1-1,Portugal,Villeroy & Boch - Merzig a/Saar - n° catálogo 289,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Dr. Malcher n° 467; Rua ó de Almeida n° 879; Rua Senador Manoel Barata n° 1122, 1186 e 1200; Travessa Piedade n° 298/302/306; Travessa Padre Eutiquio n° 252; Rua 13 de Maio n° 242/252/254","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.4590155,-48.5039701
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 21-1-1,Portugal,Villeroy & Boch - Merzig a/Saar - n° catálogo 289,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Dr. Malcher n° 467; Rua ó de Almeida n° 879; Rua Senador Manoel Barata n° 1122, 1186 e 1200; Travessa Piedade n° 298/302/306; Travessa Padre Eutiquio n° 252; Rua 13 de Maio n° 242/252/254","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.4590155,-48.5039701
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PD 21-1-2,Portugal,Villeroy & Boch - Merzig a/Saar - n° catálogo 289,"15,2 x 15,2 cm",Cerâmica e vidrado Transferência ou impressão (Decalcomania),"Rua Santo Antonio - Palacete ""Paris N'América""","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,,
